mode,impact_category,unit,result_per_pkm
tram_green,Human toxicity non-cancer (inorganics),CTUh,1.5169318210196568e-10
tram_green,Human toxicity non-cancer (organics),CTUh,1.4936719550459848e-11
tram_green,Ionising radiation (human health),kBq U235 eq,0.002323533445861069
tram_green,Land use,dimensionless (pt),0.04390750299779342
tram_green,Ozone depletion,kg CFC11 eq,1.359031542592688e-09
tram_green,Particulate matter,disease incidence,2.4863634199398857e-10
tram_green,Photochemical ozone formation (human health),kg NMVOC eq,1.5674359861121932e-05
tram_green,Resource use fossils,MJ (net calorific),0.054202615692370684
tram_green,Resource use minerals and metals,kg Sb eq,1.450080281003633e-07
tram_green,Water use,m3 world eq,0.000586107617465359
ubahn_conv,Acidification,mol H+ eq,5.7317810407784804e-05
ubahn_conv,Climate change,kg CO2 eq,0.03807542324553821
ubahn_conv,Climate change (biogenic),kg CO2 eq,0.0005142991965665876
ubahn_conv,Climate change (fossil),kg CO2 eq,0.03754824233736426
ubahn_conv,Climate change (land use),kg CO2 eq,1.2881711607372931e-05
ubahn_conv,Ecotoxicity freshwater,CTUe,0.04846616234461303
ubahn_conv,Ecotoxicity freshwater (inorganics),CTUe,0.0476338814603757
ubahn_conv,Ecotoxicity freshwater (organics),CTUe,0.0008322808842373337
ubahn_conv,Eutrophication freshwater,kg P eq,4.16314596414227e-05
ubahn_conv,Eutrophication marine,kg N eq,2.2360247687418748e-05
ubahn_conv,Eutrophication terrestrial,mol N eq,0.00016606363185395852
ubahn_conv,Human toxicity cancer,CTUh,3.934391812442038e-11
ubahn_conv,Human toxicity cancer (inorganics),CTUh,2.9234471140592524e-12
ubahn_conv,Human toxicity cancer (organics),CTUh,3.642047101036112e-11
ubahn_conv,Human toxicity non-cancer,CTUh,1.791020947093849e-10
ubahn_conv,Human toxicity non-cancer (inorganics),CTUh,1.7056248692845792e-10
ubahn_conv,Human toxicity non-cancer (organics),CTUh,8.539607780902582e-12
ubahn_conv,Ionising radiation (human health),kBq U235 eq,0.006222331969801862
ubahn_conv,Land use,dimensionless (pt),0.16374964775578796
ubahn_conv,Ozone depletion,kg CFC11 eq,9.317268743251154e-10
ubahn_conv,Particulate matter,disease incidence,4.003045782704037e-10
ubahn_conv,Photochemical ozone formation (human health),kg NMVOC eq,5.768649911666472e-05
ubahn_conv,Resource use fossils,MJ (net calorific),0.43350396389528256
ubahn_conv,Resource use minerals and metals,kg Sb eq,4.3851871649486576e-08
ubahn_conv,Water use,m3 world eq,0.004249152776084841
ubahn_green,Acidification,mol H+ eq,4.6230413201742715e-06
ubahn_green,Climate change,kg CO2 eq,0.0013529833101130976
ubahn_green,Climate change (biogenic),kg CO2 eq,6.726643675245101e-05
ubahn_green,Climate change (fossil),kg CO2 eq,0.0012187361943331299
ubahn_green,Climate change (land use),kg CO2 eq,6.698067902751655e-05
ubahn_green,Ecotoxicity freshwater,CTUe,0.002519329398117483
ubahn_green,Ecotoxicity freshwater (inorganics),CTUe,0.002447541321363006
ubahn_green,Ecotoxicity freshwater (organics),CTUe,7.17880767544772e-05
ubahn_green,Eutrophication freshwater,kg P eq,7.16684697578474e-07
ubahn_green,Eutrophication marine,kg N eq,8.919921483813967e-07
ubahn_green,Eutrophication terrestrial,mol N eq,1.1694441764633294e-05
ubahn_green,Human toxicity cancer,CTUh,1.5120781687555363e-12
ubahn_green,Human toxicity cancer (inorganics),CTUh,7.158555597479691e-13
ubahn_green,Human toxicity cancer (organics),CTUh,7.962226090075678e-13
ubahn_green,Human toxicity non-cancer,CTUh,2.4331084510651874e-11
ubahn_green,Human toxicity non-cancer (inorganics),CTUh,2.2335217918428007e-11
ubahn_green,Human toxicity non-cancer (organics),CTUh,1.9958665922127227e-12
ubahn_green,Ionising radiation (human health),kBq U235 eq,0.00023563078572226396
ubahn_green,Land use,dimensionless (pt),0.02944320572946363
ubahn_green,Ozone depletion,kg CFC11 eq,3.8057135664305987e-10
ubahn_green,Particulate matter,disease incidence,1.4321176201911908e-10
ubahn_green,Photochemical ozone formation (human health),kg NMVOC eq,3.1093511816731846e-06
ubahn_green,Resource use fossils,MJ (net calorific),0.008233263693248805
ubahn_green,Resource use minerals and metals,kg Sb eq,2.0668581163108933e-08
ubahn_green,Water use,m3 world eq,9.645982685668741e-05
