mode,impact_category,unit,result_per_pkm,source_file
tram_strom_green,503699e0-eca9-4089-8bf8-e0f49c93e578,Human toxicity cancer (organics),,tram_strom_green.xlsx
tram_strom_green,7cfdcfcf-b222-4b26-888a-a55f9fbf7ac8,Human toxicity non-cancer,,tram_strom_green.xlsx
tram_strom_green,9d1d43a2-e1aa-4c16-acd4-3dd8a6a2fb85,Human toxicity non-cancer (inorganics),,tram_strom_green.xlsx
tram_strom_green,8c3141e9-1f15-43b5-bff2-182e49893a46,Human toxicity non-cancer (organics),,tram_strom_green.xlsx
tram_strom_green,b5c632be-def3-11e6-bf01-fe55135034f3,Ionising radiation (human health),,tram_strom_green.xlsx
tram_strom_green,b2ad6890-c78d-11e6-9d9d-cec0c932ce01,Land use,,tram_strom_green.xlsx
tram_strom_green,b5c629d6-def3-11e6-bf01-fe55135034f3,Ozone depletion,,tram_strom_green.xlsx
tram_strom_green,b5c602c6-def3-11e6-bf01-fe55135034f3,Particulate matter,,tram_strom_green.xlsx
tram_strom_green,b5c610fe-def3-11e6-bf01-fe55135034f3,Photochemical ozone formation (human health),,tram_strom_green.xlsx
tram_strom_green,b2ad6110-c78d-11e6-9d9d-cec0c932ce01,Resource use fossils,,tram_strom_green.xlsx
tram_strom_green,b2ad6494-c78d-11e6-9d9d-cec0c932ce01,Resource use minerals and metals,,tram_strom_green.xlsx
tram_strom_green,b2ad66ce-c78d-11e6-9d9d-cec0c932ce01,Water use,,tram_strom_green.xlsx
ubahn,Impact category UUID,Impact category,,ubahn_conv.xlsx
ubahn,b5c611c6-def3-11e6-bf01-fe55135034f3,Acidification,,ubahn_conv.xlsx
ubahn,6209b35f-9447-40b5-b68c-a1099e3674a0,Climate change,,ubahn_conv.xlsx
ubahn,706261af-a357-4cc0-a50a-f3033fcbd556,Climate change (biogenic),,ubahn_conv.xlsx
ubahn,7fce5b3a-66b8-4ce1-91e8-a925aee1f186,Climate change (fossil),,ubahn_conv.xlsx
ubahn,14af9ca7-aa1d-4832-b1d9-ab05a06dcb12,Climate change (land use),,ubahn_conv.xlsx
ubahn,05316e7a-b254-4bea-9cf0-6bf33eb5c630,Ecotoxicity freshwater,,ubahn_conv.xlsx
ubahn,dacd48b5-4da5-49aa-aff4-cd5f5495c037,Ecotoxicity freshwater (inorganics),,ubahn_conv.xlsx
ubahn,fd530f00-9325-424a-92ef-aaac67922fd9,Ecotoxicity freshwater (organics),,ubahn_conv.xlsx
ubahn,b53ec18f-7377-4ad3-86eb-cc3f4f276b2b,Eutrophication freshwater,,ubahn_conv.xlsx
ubahn,b5c619fa-def3-11e6-bf01-fe55135034f3,Eutrophication marine,,ubahn_conv.xlsx
ubahn,b5c614d2-def3-11e6-bf01-fe55135034f3,Eutrophication terrestrial,,ubahn_conv.xlsx
ubahn,2299222a-bbd8-474f-9d4f-4dd1f18aea7c,Human toxicity cancer,,ubahn_conv.xlsx
ubahn,01500b74-7ffb-463e-9bd4-72f17c2263ff,Human toxicity cancer (inorganics),,ubahn_conv.xlsx
ubahn,503699e0-eca9-4089-8bf8-e0f49c93e578,Human toxicity cancer (organics),,ubahn_conv.xlsx
ubahn,7cfdcfcf-b222-4b26-888a-a55f9fbf7ac8,Human toxicity non-cancer,,ubahn_conv.xlsx
ubahn,9d1d43a2-e1aa-4c16-acd4-3dd8a6a2fb85,Human toxicity non-cancer (inorganics),,ubahn_conv.xlsx
ubahn,8c3141e9-1f15-43b5-bff2-182e49893a46,Human toxicity non-cancer (organics),,ubahn_conv.xlsx
ubahn,b5c632be-def3-11e6-bf01-fe55135034f3,Ionising radiation (human health),,ubahn_conv.xlsx
ubahn,b2ad6890-c78d-11e6-9d9d-cec0c932ce01,Land use,,ubahn_conv.xlsx
ubahn,b5c629d6-def3-11e6-bf01-fe55135034f3,Ozone depletion,,ubahn_conv.xlsx
ubahn,b5c602c6-def3-11e6-bf01-fe55135034f3,Particulate matter,,ubahn_conv.xlsx
ubahn,b5c610fe-def3-11e6-bf01-fe55135034f3,Photochemical ozone formation (human health),,ubahn_conv.xlsx
ubahn,b2ad6110-c78d-11e6-9d9d-cec0c932ce01,Resource use fossils,,ubahn_conv.xlsx
ubahn,b2ad6494-c78d-11e6-9d9d-cec0c932ce01,Resource use minerals and metals,,ubahn_conv.xlsx
ubahn,b2ad66ce-c78d-11e6-9d9d-cec0c932ce01,Water use,,ubahn_conv.xlsx
ubahn_green,Impact category UUID,Impact category,,ubahn_green.xlsx
ubahn_green,b5c611c6-def3-11e6-bf01-fe55135034f3,Acidification,,ubahn_green.xlsx
ubahn_green,6209b35f-9447-40b5-b68c-a1099e3674a0,Climate change,,ubahn_green.xlsx
ubahn_green,706261af-a357-4cc0-a50a-f3033fcbd556,Climate change (biogenic),,ubahn_green.xlsx
ubahn_green,7fce5b3a-66b8-4ce1-91e8-a925aee1f186,Climate change (fossil),,ubahn_green.xlsx
ubahn_green,14af9ca7-aa1d-4832-b1d9-ab05a06dcb12,Climate change (land use),,ubahn_green.xlsx
ubahn_green,05316e7a-b254-4bea-9cf0-6bf33eb5c630,Ecotoxicity freshwater,,ubahn_green.xlsx
ubahn_green,dacd48b5-4da5-49aa-aff4-cd5f5495c037,Ecotoxicity freshwater (inorganics),,ubahn_green.xlsx
ubahn_green,fd530f00-9325-424a-92ef-aaac67922fd9,Ecotoxicity freshwater (organics),,ubahn_green.xlsx
ubahn_green,b53ec18f-7377-4ad3-86eb-cc3f4f276b2b,Eutrophication freshwater,,ubahn_green.xlsx
ubahn_green,b5c619fa-def3-11e6-bf01-fe55135034f3,Eutrophication marine,,ubahn_green.xlsx
ubahn_green,b5c614d2-def3-11e6-bf01-fe55135034f3,Eutrophication terrestrial,,ubahn_green.xlsx
ubahn_green,2299222a-bbd8-474f-9d4f-4dd1f18aea7c,Human toxicity cancer,,ubahn_green.xlsx
ubahn_green,01500b74-7ffb-463e-9bd4-72f17c2263ff,Human toxicity cancer (inorganics),,ubahn_green.xlsx
ubahn_green,503699e0-eca9-4089-8bf8-e0f49c93e578,Human toxicity cancer (organics),,ubahn_green.xlsx
ubahn_green,7cfdcfcf-b222-4b26-888a-a55f9fbf7ac8,Human toxicity non-cancer,,ubahn_green.xlsx
ubahn_green,9d1d43a2-e1aa-4c16-acd4-3dd8a6a2fb85,Human toxicity non-cancer (inorganics),,ubahn_green.xlsx
ubahn_green,8c3141e9-1f15-43b5-bff2-182e49893a46,Human toxicity non-cancer (organics),,ubahn_green.xlsx
ubahn_green,b5c632be-def3-11e6-bf01-fe55135034f3,Ionising radiation (human health),,ubahn_green.xlsx
ubahn_green,b2ad6890-c78d-11e6-9d9d-cec0c932ce01,Land use,,ubahn_green.xlsx
ubahn_green,b5c629d6-def3-11e6-bf01-fe55135034f3,Ozone depletion,,ubahn_green.xlsx
ubahn_green,b5c602c6-def3-11e6-bf01-fe55135034f3,Particulate matter,,ubahn_green.xlsx
ubahn_green,b5c610fe-def3-11e6-bf01-fe55135034f3,Photochemical ozone formation (human health),,ubahn_green.xlsx
ubahn_green,b2ad6110-c78d-11e6-9d9d-cec0c932ce01,Resource use fossils,,ubahn_green.xlsx
ubahn_green,b2ad6494-c78d-11e6-9d9d-cec0c932ce01,Resource use minerals and metals,,ubahn_green.xlsx
ubahn_green,b2ad66ce-c78d-11e6-9d9d-cec0c932ce01,Water use,,ubahn_green.xlsx
